5.529612863670210210e-01 -1.671736523911920569e-01 -1.227654410350041969e+00 6.270487834659369542e-01 -1.090768105167549074e+00 1.064950628787329767e-01 -3.426649060711475098e-02 -8.923887287898147891e-01 2.028981582648051951e+00 4.341683588077403788e-02 2.308136467073310660e-01 7.380763266421824786e-01 1.360871698735097446e-01 2.086513031734774926e-01 4.161261277702916761e-01 1.662314644757913462e-01 1.160821053573948491e+00 8.755967666232843394e-01 -3.061938799603059480e-01 5.999286558135951131e-01 3.569563841122078696e-01 3.459964493088470983e-01 5.588654833302419966e-01 -2.424835992670931403e-02 -1.083273871748465511e-01 -8.597258135575062132e-01 -4.823230739318660754e-01 4.378270337179128724e-01 1.202763749898430712e+00 -1.527876328921181914e-01 5.817324814519174714e-01 -9.853104291009893156e-01 -7.214143467876356075e-01 6.311593469943435064e-01 1.633978183455406241e-01 3.597283764264432859e-01 -2.242891639252813096e-01 8.311169163554411876e-02 2.639502630302332342e+00 1.522049949967935710e-02 -1.390794147155332561e-01 2.113805065341511566e-02 -1.385485580082073342e+00 -1.115495140758731463e+00 -5.940367971531598235e-01 7.998441699995636478e-01 7.893034634195520427e-01 -5.103603514824642251e-02 8.257843685183448024e-01 6.033956952161425580e-01
5.095029137783816386e-01 -2.475550263223020853e-01 -1.133757212176094376e+00 4.595086776279427299e-01 -1.425539684014736741e+00 1.724888816995882035e-01 -5.813406073396758522e-01 -7.465256609069573779e-01 1.810485503911982041e+00 1.129366026366470238e-01 -2.806592349130946906e-01 1.077491558816048745e+00 3.596745752651809291e-01 3.390023377651841807e-01 4.588050045440160152e-01 7.748400104542506606e-01 5.415754033016979552e-01 1.502304023494216212e+00 -2.209367774740888801e-01 1.765337901024750522e-01 -2.566768912289075222e-01 4.872810679733884376e-01 3.845821910974444036e-01 -2.941756727128751470e-01 6.614666022373463794e-02 -6.027732896017758968e-01 -7.513288488493042871e-01 6.520431469530646451e-01 1.096704698999118266e+00 -7.338859894567756337e-01 2.449752268687553636e-01 -8.432062568096383437e-01 -5.510151404896423966e-01 3.221324071731659910e-01 7.706551633300262605e-02 7.475965134334973117e-01 -3.609606408389395837e-01 2.363264082172106817e-01 2.553948940618204766e+00 -9.058514277707171991e-02 2.526868943982815141e-01 -2.600753024416307957e-01 -1.283683717517586143e+00 -7.601602189336832405e-01 -8.609532333508207458e-01 6.078825893150021642e-01 7.751615457881002591e-01 -5.119173568421931941e-01 2.116967272203415795e-01 4.311539911831993033e-01
8.200490027854909769e-01 2.178767784131820096e-01 -1.447486818114980922e+00 1.008298417667121694e+00 -1.353968841578538473e+00 -1.735430061829447979e-01 8.340800548531765446e-02 -1.286226872541383681e+00 2.101586925347969981e+00 2.374667521947554372e-01 3.597339214118770445e-01 6.124377888311807183e-01 1.483061538494372944e-01 5.146902514187795541e-02 7.839054478564924100e-01 -5.230481855819785197e-01 1.827609360725670706e+00 9.261341135879500586e-01 -1.563552940029431515e-01 3.686165752487584046e-01 4.607204981278077982e-01 4.005366856645536933e-01 7.476733949470285578e-01 -4.112014139305773114e-02 -2.111982602357125316e-01 -9.637654927036639618e-01 -4.804162276943147458e-01 1.058051510928788463e+00 1.041250514543017092e+00 1.152328487736065943e-01 1.153204890720888498e+00 -8.315720021783656879e-01 -6.440221048345702304e-01 5.000252062846418655e-01 1.486061538905199264e-01 6.372665256546981016e-01 -3.823742894327073483e-01 4.455900899241535540e-01 2.387407579619473807e+00 3.211178885149126166e-02 -1.524101417698447702e-01 -3.508483610111131634e-01 -1.397767467276335607e+00 -9.063964582540378068e-01 -3.400567235470576821e-01 8.316956234916297319e-01 1.196415710645729380e+00 2.165627428939343457e-01 1.237070721463455092e+00 6.836914586983496855e-01
7.080305861310991489e-01 -1.360427978086973799e-01 -1.385829913167227811e+00 6.620974104204395694e-01 -1.286876662168264573e+00 7.898093557042989987e-02 -1.452106591979653027e-01 -1.048711213541698939e+00 2.001931801091714203e+00 1.040179005760791114e-01 1.295058462427297885e-01 8.234421244498454362e-01 2.022812725651426669e-01 2.126114475621460331e-01 5.110352051580825394e-01 2.317983599809012862e-01 1.138544845518343118e+00 1.183924759818232975e+00 -3.014923949394570646e-01 4.747328398110907122e-01 2.146440948793920667e-01 4.073195453905443242e-01 4.872604271092972894e-01 -1.103793123550825955e-01 -1.473777055651477041e-01 -8.268824243069397006e-01 -6.016694199684878841e-01 6.942499815841803867e-01 1.184857294947693873e+00 -3.444971048485418463e-01 6.949457535408283260e-01 -1.005609217667387423e+00 -7.004118421489353707e-01 6.127314902568680166e-01 1.285453449622603883e-01 5.897896266592289605e-01 -2.756729943859146936e-01 1.881832630370476045e-01 2.537750397280467585e+00 -5.710675564893573364e-02 -7.998677801372870710e-02 -2.120078942022005364e-01 -1.385923526043382648e+00 -1.001196412744255859e+00 -7.761987221925741309e-01 8.841604536964070560e-01 9.604763227338140030e-01 -1.700373138110242710e-01 7.735077853995470099e-01 6.078206954027265407e-01
7.156637350608211490e-01 -2.065495611235281526e-01 -1.423778439828185416e+00 6.218620017192788563e-01 -1.135275459145618671e+00 1.253511693973204388e-01 1.316784813065802716e-03 -1.048818781923201771e+00 2.036759953437134119e+00 4.775311986027254429e-02 2.524595480623534338e-01 7.427876295727537936e-01 1.339174731732568069e-01 2.018917245807731742e-01 4.146308797571611193e-01 2.185026379732686319e-01 1.165520470155389621e+00 1.040617086892615006e+00 -3.819884091600952436e-01 6.716136876672823552e-01 3.780988389841488662e-01 3.510964913510143948e-01 4.535430990519579431e-01 -3.352717206928015198e-02 -2.027169735164282283e-01 -8.698112483483679824e-01 -5.346047489846389444e-01 5.171782777612570214e-01 1.263229200952492137e+00 -2.812045428762040555e-01 7.112714339797847618e-01 -1.121751121164301646e+00 -7.750174585018013707e-01 7.763072363870047177e-01 1.485015900394389965e-01 4.433412797074748335e-01 -1.902970395796483027e-01 4.940107523128982325e-02 2.592016885477047339e+00 -4.803926698973114834e-02 -2.154785841449266826e-01 -9.319447061810377797e-02 -1.406946690791558430e+00 -1.155480287016921848e+00 -8.329154469593204047e-01 9.896094079863962945e-01 9.128564798312034378e-01 -1.138754321452153245e-01 8.688831094976768865e-01 6.463008568500847595e-01
5.546565337689525199e-01 -1.689013282968715168e-01 -1.073368093613148000e+00 4.292800436660386132e-01 -1.137905495063592509e+00 1.090958564336658720e-01 -3.459421130187057547e-01 -7.633339326663572955e-01 1.475468905311544843e+00 1.079274312372312805e-01 -1.210634886412554623e-01 7.949938555829897391e-01 2.539548705025738706e-01 2.250230325782241747e-01 3.957214230172051983e-01 4.889323952155156250e-01 5.923431787036498308e-01 1.212608825277461166e+00 -2.259674073494268576e-01 2.328195660863746075e-01 -8.650022994242961838e-02 3.734162767277813821e-01 2.719890204309475812e-01 -2.043769192105102106e-01 -4.719792205180834560e-02 -5.286491518022027325e-01 -5.915261463613450399e-01 6.021635842449667431e-01 9.078291961904892959e-01 -5.578773752380411510e-01 3.971971549417298020e-01 -7.643978592602282962e-01 -4.895226573956119043e-01 3.893218724642345530e-01 5.724224377628453486e-02 6.215705232196779839e-01 -2.621592356771074162e-01 1.788715318163951462e-01 1.953266358568887862e+00 -9.600091754986911363e-02 9.084798666484926455e-02 -2.889697434048679736e-01 -1.050006166670737429e+00 -6.587615035182783352e-01 -7.794639829164294875e-01 6.411581720990766620e-01 7.485006111671310691e-01 -3.552581086157496904e-01 3.275391354788966813e-01 4.054669379851777444e-01
7.874262564557117372e-01 2.056757291827042769e-02 -1.442013872577815548e+00 8.040731725824994403e-01 -1.416396945571280597e+00 -3.753487729081094598e-02 -1.574175801296647803e-01 -1.163837833263567711e+00 2.007455198594561008e+00 1.951085721643706639e-01 1.277144143038667079e-01 8.047548313859758107e-01 2.309836331319050362e-01 1.530129775174035034e-01 6.696819328914784819e-01 1.349407605053179818e-02 1.360783344622024993e+00 1.243601434908325976e+00 -2.213012185062470938e-01 3.393469054709708499e-01 1.977750119753290681e-01 4.406763309805582507e-01 5.634647328857712578e-01 -1.445540470398448685e-01 -1.573506219010916973e-01 -8.432481319605601433e-01 -6.134559751477920431e-01 9.493642663515341473e-01 1.100182624998042202e+00 -2.616852436729444342e-01 8.844547775293917224e-01 -9.043848063142647664e-01 -6.436215443339826647e-01 5.053182550854423694e-01 1.142936102605271315e-01 7.234589439554001133e-01 -3.606978250655036855e-01 3.528098993745090728e-01 2.424301815309918506e+00 -5.048012686368461704e-02 -3.342308108232968505e-02 -3.776012228827330675e-01 -1.375386683966989931e+00 -8.659345364480193208e-01 -6.604065520320203664e-01 8.465498453552154912e-01 1.101486720396149588e+00 -9.261840351703051755e-02 8.691168942011032739e-01 6.168144189169898484e-01
6.759511250849493669e-01 2.193109005513760312e-01 -1.253658795940619575e+00 9.037353865670788577e-01 -1.815449566024871286e+00 -1.711052386957161164e-01 -5.496889330515355443e-01 -1.118378850702971716e+00 1.924591061833236028e+00 3.112819708652412865e-01 -1.692178481640498333e-01 1.048062498058332626e+00 3.970784891518530646e-01 2.229340753750173598e-01 9.239424128888903409e-01 3.858479422747525256e-02 1.283073681529955490e+00 1.565663468072318709e+00 3.156803634729270919e-02 -1.814450087772428721e-01 -2.340284637257000200e-01 6.179712108088174505e-01 7.336374387939061936e-01 -3.166149484898363453e-01 7.412901888808227056e-03 -7.675531954102878807e-01 -7.862789637682465749e-01 1.354848365374899055e+00 8.554413320637653806e-01 -3.551069453075835214e-01 7.727586545291078579e-01 -5.598876267611189173e-01 -4.488005306713366283e-01 2.584803785063474399e-02 1.040990014485852627e-01 1.051605060942958358e+00 -5.772613073551881024e-01 7.467229750504824626e-01 2.255037966179834541e+00 -7.189561368925802276e-02 3.412502162060724320e-01 -5.955922504575379417e-01 -1.330600875188965526e+00 -4.879920789566626893e-01 -3.908759814522347886e-01 5.129233250963297630e-01 1.145053184681878111e+00 -2.161246412128380867e-01 6.134042968877578828e-01 5.013687868718648133e-01
6.728347926377635790e-01 -3.095695841667289727e-01 -1.392971956707585779e+00 5.270390747655100405e-01 -1.140518571795265723e+00 2.059014078904888578e-01 -1.099725182522622025e-01 -9.522794965069237838e-01 2.031910863812883328e+00 2.804210543304013620e-02 1.382190842040978973e-01 8.236204194873074647e-01 1.726441302024978031e-01 2.484289374250804594e-01 3.448799461015262802e-01 4.599438867607026915e-01 9.436792231617705529e-01 1.137559088413134356e+00 -4.130895608330078517e-01 6.718802141665143335e-01 2.713394739883066009e-01 3.572969029756023485e-01 3.811026311328752358e-01 -8.142344459023045933e-02 -1.451476350070448618e-01 -8.082089591128447381e-01 -5.796245484182328545e-01 4.224149053384937957e-01 1.318788037220909981e+00 -4.454968353629345512e-01 5.510011322771892761e-01 -1.157563633510692025e+00 -7.747402981517622633e-01 7.764248770221394702e-01 1.299331249808924060e-01 4.554851666372021768e-01 -1.883588993192667760e-01 -1.614185987424856389e-02 2.725659323213548202e+00 -5.373365237583159482e-02 -1.525835590518186957e-01 -6.623256631380078363e-02 -1.416885341101230766e+00 -1.166895758292430418e+00 -9.559252855759162726e-01 9.658101913027113961e-01 8.498116176274250755e-01 -2.443743155942489642e-01 6.996727996739762201e-01 6.124186684731649510e-01
6.805010948266084769e-01 -7.820020776322577846e-03 -1.310891015838901774e+00 7.354939773667209524e-01 -1.470997557934551780e+00 -9.517517807282294476e-03 -3.184303946664969187e-01 -1.042433955432680692e+00 1.946853522778197787e+00 1.852159242958797969e-01 -8.282855672902598651e-03 9.107744350404720635e-01 2.823862077772206769e-01 2.165748195979741164e-01 6.568849464402257698e-01 1.902270825591030889e-01 1.150525818835913094e+00 1.329010980388200203e+00 -1.712285588028085170e-01 2.168130560918106187e-01 2.463200800288478653e-02 4.836444806661301943e-01 5.669578151342116179e-01 -1.988831955743501634e-01 -7.305617516120252453e-02 -7.795229612534279040e-01 -6.700962357826579785e-01 9.252034334662282422e-01 1.050455058744100167e+00 -3.665305695909683581e-01 6.945486301880406943e-01 -8.221718352161279109e-01 -5.905479969677046581e-01 3.756933126031836712e-01 1.122150296118986507e-01 7.618386342086971297e-01 -3.928350295009835347e-01 3.908548107897479307e-01 2.414558610033250119e+00 -5.907806656998407235e-02 9.618457385617150412e-02 -3.567030553251392955e-01 -1.347914678063569571e+00 -7.856163882524122011e-01 -6.302732199169991389e-01 7.186475774179295062e-01 1.009202266558119288e+00 -2.050090621051483264e-01 6.740184459139881845e-01 5.512479751086326596e-01
